sourceTaxonId	sourceTaxonName	sourceTaxonPartaffected	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	StudySourceCitation	referenceCitation
EOL:1089032	Vallisneria americana	stems	RO:0002471	eaten by	EOL:586039	Triaenodes aba	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1089032	Vallisneria americana	young buds	RO:0002471	eaten by	EOL:586039	Triaenodes aba	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1089032	Vallisneria americana	stems	RO:0002471	eaten by	EOL:608710	Triaenodes marginata	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1116008	Zannichellia palustris		RO:0002471	eaten by	EOL:720609	Hydrellia bilobifera							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1971. A systematic and ecological Study of nearctic Hydrellia (Diptera: Ephydridae). Smithson. Contrib. Zool. 68:1-147.
EOL:1116008	Zannichellia palustris		RO:0002471	eaten by	EOL:720590	Hydrellia notiphiloides	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1971. A systematic and ecological Study of nearctic Hydrellia (Diptera: Ephydridae). Smithson. Contrib. Zool. 68:1-147.
EOL:1114723	Zizania aquatica		RO:0002471	eaten by	EOL:720597	Hydrellia griseola							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1971. A systematic and ecological Study of nearctic Hydrellia (Diptera: Ephydridae). Smithson. Contrib. Zool. 68:1-147.
EOL:1114723	Zizania aquatica		RO:0002471	eaten by	EOL:720595	Hydrellia ischiaca							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1971. A systematic and ecological Study of nearctic Hydrellia (Diptera: Ephydridae). Smithson. Contrib. Zool. 68:1-147.
EOL:1114723	Zizania aquatica		RO:0002471	eaten by	EOL:479667	Apamea apamiformis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	MacKay, M. R. and E. W. Rockburne. 1958. Notes on life-history and larval description of Apamea apamiformis (Guenée), a pest of wild rice (Lepidoptera: Noctuidae). Can. Entomol. 90:579-582.
EOL:1114723	Zizania aquatica	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by		Banksiola salina	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1114723	Zizania aquatica	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:4212406	Nyctiophylax vestitus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1114723	Zizania aquatica	http://purl.obolibrary.org/obo/PO_0009046	RO:0002471	eaten by	EOL:720603	Hydrellia cruralis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1114723	Zizania aquatica	petioles	RO:0002471	eaten by		Banksiola salina	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1114723	Zizania aquatica	stems	RO:0002471	eaten by	EOL:4212406	Nyctiophylax vestitus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1114723	Zizania aquatica	stems	RO:0002471	eaten by		Banksiola salina	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:597015	Brasenia schreberi		RO:0002471	eaten by	EOL:258392	Synclita tinealis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:596430	Cabomba caroliniana		RO:0002471	eaten by	EOL:585820	Nectopsyche tavara	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:29129	Carex		RO:0002471	eaten by	EOL:720597	Hydrellia griseola							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hering, E. M. 1957. Bestimmungstabellen der Blattminen von Europa. Vols. 1-3. W. Junk. Gravenhage, Holland.
EOL:29129	Carex		RO:0002471	eaten by	EOL:2684691	Schoenobius melinellus dispersellus							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McCafferty, W. P. and M. C. Minno. 1979. The aquatic and semiaquatic Lepidoptera of Indiana and adjacent areas. Great Lakes Entomol. 12:179-187. Mitchell, J. D. and W. D. Pierce. 1911. The weevils of Victoria County, Texas. Proc. Entomol. Soc. Wash. 13:45-62.
EOL:29129	Carex		RO:0002471	eaten by	EOL:1171858	Neocrepidodera pallida							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:29129	Carex		RO:0002471	eaten by	EOL:1172260	Poecilocera harrisii							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:29129	Carex		RO:0002471	eaten by	EOL:1172370	Stenispa metallica							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:29129	Carex		RO:0002471	eaten by	EOL:2665733	Bagous chandleri							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Tanner, V. M. 1943. Study of the subtribe Hydronomi with description of new species, (Curculionidae), Study No. VI. Great Basin Nat. 4:1-38.
EOL:1148641	Carpinus caroliniana	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:520996	Rhynchaenus mixtus	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:1098765	Cephalanthus occidentalis	reproductive structures	RO:0002471	eaten by	EOL:883519	Plocetes ulmi							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1991. A new species of Plocetes from the Florida Keys with notes on other species occurring in the United States (Curculionidae; Curculioninae; Tychiini). Fla. Entomol. 74:105-110.
EOL:1098765	Cephalanthus occidentalis	reproductive structures	RO:0002471	eaten by	EOL:883519	Plocetes ulmi							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Clark, W. E. 1982. Classification of the weevil tribe Lignyodini (Coleoptera, Curculionidae, Tychiinae), with a revision of the genus Plocetes. T. Am. Entomol. Soc. 108:11-151.
EOL:1098765	Cephalanuths occidentalis	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:522905	Simyra henrici							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Center, T. D., F. A. Dray, G. P. Jubinsky and M. J. Grodowitz. 1999. Insects and other arthropods that feed on aquatic and wetland plants. U.S. Department of Agriculture, Agricultural Research Service, Technical Bulletin No. 1870.
EOL:1245037	Cicuta maculata var. maculata		RO:0002471	eaten by	EOL:499646	Gymnoscirtetes pusillus	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:1245037	Cicuta maculata var. maculata		RO:0002471	eaten by	EOL:500142	Paroxya atlantica	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:1245037	Cicuta maculata var. maculata		RO:0002471	eaten by	EOL:500144	Paroxya clavuliger	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:1245037	Cicuta maculata var. maculata		RO:0002471	eaten by	EOL:965190	Romalea microptera	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:2451066	Corylus rostrata	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:520996	Rhynchaenus mixtus	GEONAMES:5332921	California, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:1121404	Cyperus virens		RO:0002471	eaten by	EOL:2665763	Bagous texanus							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Tanner, V. M. 1943. Study of the subtribe Hydronomi with description of new species, (Curculionidae), Study No. VI. Great Basin Nat. 4:1-38.
EOL:5588798	Dasiphora fruticosa ssp. floribunda	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1172575	Altica caurina							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	LeSage, L. 1995. Revision of the costate species of Altica Müller of North America North of Mexico (Coleoptera: Chrysomelidae). Can. Entomol. 127:295-411.
EOL:1087880	Echinodorus cordifolius	stems	RO:0002471	eaten by	EOL:2665649	Listronotus echinodori							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1981. The larger (4.5+ mm.) Listronotus of America, north of Mexico (Cylindrorhininae, Curculionidae, Coleoptera). Trans. Am. Entomol. Soc. 107:69-123.
EOL:29150	Eleocharis		RO:0002471	eaten by	EOL:656528	Brachybamus electus							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 2002. Curculionidae. pp. 722-815. In: American Beetles, R. H. Arnett, Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL. 861 pp.
EOL:29150	Eleocharis	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:337802	Donacia fulgens							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29150	Eleocharis	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:1026916	Donacia rugosa							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29150	Eleocharis	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:337802	Donacia fulgens							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
